sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInfo1,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AD/1273/1,Insulin?,1,,Elective Surgery Inpatient Admission Assessment (2015),0.41,FLAGGED,EQUAL,vvcb,1704971962683,4060873,Insulin measurement,Measurement,MAPS_TO,,<auto>,1704898517874,
AD/1018/1,Surgical Score,2,,Theatre Pre-Op Adult Assmt (August 2007),0.38,FLAGGED,WIDER,vvcb,1705058304029,4196800,Leukocyte alkaline phosphatase score,Measurement,MAPS_TO,,<auto>,1704898518202,
AG/2553/1/1500/2,Details,119,,Paediatric Activities of Daily Living (ADL) Care Plan,0.32,FLAGGED,EQUAL,vvcb,1704969306679,4222151,"Arsenic measurement, nails",Measurement,MAPS_TO,,<auto>,1704898518296,
AD/173/10,BP,28,,Resuscitation,0.32,APPROVED,WIDER,vvcb,1704962460876,4326744,Blood pressure,Measurement,MAPS_TO,,<auto>,1704898518561,
RD/5389/82,Does the patient have children under the age of 18 years?,2704,,NHS 111 - A&E Triage (verjul06),0.29,FLAGGED,EQUAL,vvcb,1704969429710,37207498,MACS (Manual Ability Classification System) for Children with Cerebral Palsy 4-18 years,Measurement,MAPS_TO,,<auto>,1704898518733,
AG/20/24/258/14,Relief Level,118,,SAU Assessment,0.46,FLAGGED,EQUAL,vvcb,1704975493494,37394445,Uric acid level,Measurement,MAPS_TO,,<auto>,1704898518858,
AG/1247/2/903/24,SPO2 (Resp Disease),1,,Elective Surgery Inpatient Admission Assessment (2015),0.51,APPROVED,EQUAL,vvcb,1704980494652,4196147,Peripheral oxygen saturation,Measurement,MAPS_TO,,vvcb,1704980489359,
AD/67/1,Wt (kg)*,1,,zzAllergy/Ht/Wt/BMI - Adult,0.21,APPROVED,EQUAL,vvcb,1705047462422,4099154,Body weight,Measurement,MAPS_TO,,vvcb,1705047414926,
AG/2005/1/1261/8,My discharge planning?,3,,Hospital Passport,0.35,FLAGGED,EQUAL,vvcb,1704973386600,608688,SEAT (Secure Estate Assessment Toolkit) discharge planning screening,Measurement,MAPS_TO,,<auto>,1704898518984,
RD/6139/4,Location,2,,zzE/Multiple Sclerosis Contact Form,0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704898519077,
AG/20/24/258/13,Relief Measure,28,,Pain Assessment,0.48,FLAGGED,EQUAL,vvcb,1704975493494,4107050,Tin measurement,Measurement,MAPS_TO,,<auto>,1704898519093,
AD/2598/30,Safeguarding Comments,157,,NEW Admission Assessment (2023),0.39,FLAGGED,EQUAL,vvcb,1704975724780,608605,Adult Safeguarding Decision Guide for individuals with severe pressure ulcers,Measurement,MAPS_TO,,<auto>,1704898519109,
AD/1013/1,Risk Level,2,,Theatre Pre-Op Adult Assmt (August 2007),0.60,FLAGGED,EQUAL,vvcb,1704975708910,44813548,Down risk level calculation,Measurement,MAPS_TO,,<auto>,1704898519718,
MC/5585/92/726/27,Take Blood Cultures,118,,MANUAL Ward Vital Signs,0.78,FLAGGED,NARROWER,vvcb,1704900538402,4107893,Blood culture,Measurement,MAPS_TO,,<auto>,1704898519890,
AD/67/1,Wt (kg)*,3,,Critical Care Admission Assessment,0.21,APPROVED,EQUAL,vvcb,1705047462422,4099154,Body weight,Measurement,MAPS_TO,,vvcb,1705047414926,
AD/58/1,Arrival Mode*,1,,A&E Admission Assessment,0.30,FLAGGED,WIDER,vvcb,1705060873454,37397096,Breast Cancer Risk Assessment Tool,Measurement,MAPS_TO,,<auto>,1704898520202,
RD/3690/29,KWorker Title,156,,Holistic Needs Assessment,0.38,FLAGGED,EQUAL,vvcb,1704972023875,4214335,Silkworm RAST,Measurement,MAPS_TO,,<auto>,1704898520360,
AD/1017/1,Mobility Score,2,,Theatre Pre-Op Adult Assmt (August 2007),0.73,FLAGGED,EQUAL,vvcb,1704972866148,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704898521023,
AD/2105/1,Anti Embolism Stocking Care Delivered,1,,Wound Assessment (2015),0.28,FLAGGED,WIDER,vvcb,1705060873454,607789,Pulmonary Embolism Rule-out Criteria,Measurement,MAPS_TO,,<auto>,1704898521233,
AD/2132/3,Parking charges/private transport?,28,,Paediatric Pre-assessment ENT/Telephone,0.20,FLAGGED,EQUAL,vvcb,1704974950130,44792308,Unified Parkinsons disease rating scale score,Measurement,MAPS_TO,,<auto>,1704898521327,
AD/780/2,Immunised,156,,Maternal Data Set Assessment.,0.48,FLAGGED,EQUAL,vvcb,1704971875745,4147963,Immunization status screening,Measurement,MAPS_TO,,<auto>,1704898521327,
RD/5389/76,Does the patient have a Learning Disability?,2704,,NHS 111 - A&E Triage (verjul06),0.42,FLAGGED,EQUAL,vvcb,1704969429710,44812243,Health of the Nation Outcome Scale for learning disabilities,Measurement,MAPS_TO,,<auto>,1704898521465,
AG/2038/22/1387/25,Dressing Changed,118,,Tissue Viability Referral (NTOP),0.34,FLAGGED,EQUAL,vvcb,1704969490838,4165429,Resistance to change grid,Measurement,MAPS_TO,,<auto>,1704898521528,
AD/2800/3,Oxygen flow meter (check function) comments,3,,Tracheostomy Equipment Check,0.35,FLAGGED,EQUAL,vvcb,1704974692608,4141684,Delivered oxygen flow rate,Measurement,MAPS_TO,,<auto>,1704898521811,
AD/1936/2,Sleep Care Delivered,1,,NEW Care Plan: Communication/Social Requirements,0.38,FLAGGED,EQUAL,vvcb,1704980146619,40483776,Total radiation dose delivered,Measurement,MAPS_TO,,<auto>,1704898521874,
AG/11/4/87/1,Eye Response,2,,Neurological Assessment,0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
RD/3690/16,Consent,156,,Holistic Needs Assessment,0.30,FLAGGED,EQUIVALENT,vvcb,1704968952721,4167747,Coping behavior inventory,Measurement,MAPS_TO,,<auto>,1704898522483,
MC/3995/35/124/5,Exposure Time 1,28,,Intra-Operative Assessment Part 1,0.56,FLAGGED,EQUAL,vvcb,1704969723877,4062504,Radiation exposure screening,Measurement,MAPS_TO,,<auto>,1704898522608,
AD/26/2,Resp*,1,,A&E Admission Assessment,0.50,APPROVED,EQUAL,vvcb,1704975647746,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704898522608,
MC/5401/37/237/23,Lactate,3,,MANUAL Ward Vital Signs,0.47,FLAGGED,EQUAL,vvcb,1704972023875,4213582,Lactic acid measurement,Measurement,MAPS_TO,,<auto>,1704898522858,
AD/1918/1,Cardiovascular/Circulation Aims/Objectives Achieved,1,,NEW Care Plan: Communication/Social Requirements,0.32,FLAGGED,EQUAL,vvcb,1704962849024,4108719,Cardiovascular pressure,Measurement,MAPS_TO,,<auto>,1704898523108,
RD/3690/14,Assessor Contact Details,118,,Holistic Needs Assessment,0.27,FLAGGED,WIDER,vvcb,1705060873454,37111198,Detailed Assessment of Speed of Handwriting,Measurement,MAPS_TO,,<auto>,1704898523358,
AG/22/13/112/10,Incontin/Drainage,2,,Critical Care Admission Assessment,0.19,FLAGGED,EQUAL,vvcb,1704971875745,37398786,Urine protein/creatinine ratio,Measurement,MAPS_TO,,<auto>,1704898523561,
AD/158/1,Allergy - Latex*,3,,Allergy/Ht/Wt/BMI - Adult*,0.56,APPROVED,EQUIVALENT,vvcb,1705061318995,604826,Allergy to Hevea brasiliensis latex protein,Observation,MAPS_TO,,vvcb,1705061315584,
AD/39/1,Allergy - Med*,1,,zzAllergy/Ht/Wt/BMI - Adult,0.61,APPROVED,EQUIVALENT,vvcb,1705061277596,439224,Allergy to drug,Observation,MAPS_TO,,vvcb,1705061274062,
RD/5389/92,Does the patient feel safe at home?,2704,,NHS 111 - A&E Triage (verjul06),0.32,FLAGGED,EQUAL,vvcb,1704969429710,4136881,Blood pressure recorded by patient at home,Measurement,MAPS_TO,,<auto>,1704898523905,
RD/3690/11,Timing of Assessment,156,,Holistic Needs Assessment,0.54,FLAGGED,WIDER,vvcb,1705058370387,3655506,Scale for Assessment and Rating of Ataxia,Measurement,MAPS_TO,,<auto>,1704898524061,
RD/5269/32,Neuro Obs,117,,MANUAL Ward Vital Signs,0.31,FLAGGED,EQUAL,vvcb,1704973472897,4271757,Neuromuscular blockade observable,Measurement,MAPS_TO,,<auto>,1704898524405,
AD/2132/4,Nightwear - no onesies?,28,,Paediatric Pre-assessment ENT/Telephone,0.21,FLAGGED,EQUAL,vvcb,1704973548757,35621853,Footwear Suitability Scale,Measurement,MAPS_TO,,<auto>,1704898524452,
AD/1132/1,Dizziness?,2,,Moving and Handling Assessment (2015),0.57,FLAGGED,EQUAL,vvcb,1704969407678,46284659,Dizziness Handicap Inventory,Measurement,MAPS_TO,,<auto>,1704898524499,
AD/2343/19,MCCD Advisory note,1,,Paediatric And Adult Ward Expected Child Death Checklist,0.27,FLAGGED,EQUAL,vvcb,1704972756262,40493182,European pressure ulcer advisory panel classification system,Measurement,MAPS_TO,,<auto>,1704898524546,
AG/1048/1/838/1,CMB,155,,Comorbidities,0.10,FLAGGED,EQUIVALENT,vvcb,1704968851353,4027377,Cell mediated lympholysis assay,Measurement,MAPS_TO,,<auto>,1704898524624,
AG/272/1/203/6,Relief Meas,1,,Nausea/Emesis,0.29,FLAGGED,EQUAL,vvcb,1704975493494,4267970,Measure of menstruation,Measurement,MAPS_TO,,<auto>,1704898525514,
AG/90/1/99/5,Reason,2,,Critical Care Admission Assessment,0.40,FLAGGED,EQUAL,vvcb,1704975407909,4158646,Reasons for eating scale,Measurement,MAPS_TO,,<auto>,1704898525545,
AG/1080/1/859/4,Contact w/High Risk Tissue,3,,Elective Surgery Inpatient Admission Assessment (2015),0.49,FLAGGED,EQUIVALENT,vvcb,1704968979812,4120182,High risk tumor,Measurement,MAPS_TO,,<auto>,1704898525702,
RD/5382/5,Referral reviewed Date,1,,CPEX Referral,0.29,FLAGGED,EQUAL,vvcb,1704975437925,46286499,Current View,Measurement,MAPS_TO,,<auto>,1704898525795,
AG/107/4/792/1,Illness/Disease,155,,A&E Nursing Assessment,0.52,FLAGGED,EQUAL,vvcb,1704971862089,4092776,Health of the Nation Outcome Scale item 5 - physical illness/disability,Measurement,MAPS_TO,,<auto>,1704898525952,
AD/2598/9,ID Badge Comments,28,,NEW Admission Assessment (2023),0.20,FLAGGED,EQUAL,vvcb,1704971862089,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898526077,
AD/253/166,Theatre Recovery Epi,117,,Recovery Room Assessment,0.58,FLAGGED,WIDER,vvcb,1705058365096,4329238,Heart rate recovery time,Measurement,MAPS_TO,,<auto>,1704898526092,
AG/20/24/258/13,Relief Measure,3,,Adult Inpatient Admission Assessment,0.48,FLAGGED,EQUAL,vvcb,1704975493494,4107050,Tin measurement,Measurement,MAPS_TO,,<auto>,1704898526358,
AG/1118/1/873/4,Score,1,,zz/save/Waterlow Testing MVN,0.62,FLAGGED,EQUAL,vvcb,1705060908273,40489479,European system for cardiac operative risk evaluation,Measurement,MAPS_TO,,<auto>,1704898526374,
RD/5389/90,Has the patient attended with an injury?,2704,,NHS 111 - A&E Triage (verjul06),0.26,FLAGGED,EQUAL,vvcb,1704971709052,506668,HoNOS-ABI (Health of the Nation Outcome Scales for Acquired Brain Injury) rating scale 12 - problems with activities,Measurement,MAPS_TO,,<auto>,1704898526796,
AG/1123/1/875/16,Odour?,28,,Skin Assessment (2022),0.66,FLAGGED,EQUAL,vvcb,1704974595475,4271760,Odor of urine,Measurement,MAPS_TO,,<auto>,1704898526936,
AG/2038/22/1387/1,Location,155,,Tissue Viability Referral (NTOP),0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704898526952,
AD/5/6,Rectum/Anus Descriptn,2,,Adult Inpatient Admission Assessment,0.32,FLAGGED,EQUAL,vvcb,1704975437925,4228438,p,Measurement,MAPS_TO,,<auto>,1704898527233,
AG/107/1/98/2,Injury,3,,A&E Triage,0.59,FLAGGED,EQUAL,vvcb,1704971920166,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704898527874,
AD/2105/3,Anti Embolism Stocking Reason,117,,NEW Care Plan: Anti Embolism Stocking (2022) (ClinDoc),0.31,FLAGGED,WIDER,vvcb,1705060873454,607789,Pulmonary Embolism Rule-out Criteria,Measurement,MAPS_TO,,<auto>,1704898527905,
AG/1061/1/842/9,On-going Problems,1,,Elective Surgery Inpatient Admission Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704974604767,4167760,Drinking problem scale,Measurement,MAPS_TO,,<auto>,1704898527967,
AD/1120/1,Medication/Treatment,1,,NEW Care Plan: Pressure Ulcer,0.35,FLAGGED,EQUAL,vvcb,1704972769591,4353850,High density lipoprotein/triglyceride ratio measurement,Measurement,MAPS_TO,,<auto>,1704898528061,
AG/604/1/63/6,Onset date,27,,Admission Nutrition Safety Checklist,0.31,FLAGGED,EQUAL,vvcb,1704974627914,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704898528405,
AG/2038/22/1387/30,Is this wound a pressure ulcer?,154,,Tissue Viability Referral (NTOP),0.44,FLAGGED,EQUAL,vvcb,1704972023875,40481487,Braden pressure ulcer risk score,Measurement,MAPS_TO,,<auto>,1704898528717,
RD/6139/8,Reason for Contact,2,,zzE/Multiple Sclerosis Contact Form,0.36,FLAGGED,EQUAL,vvcb,1704975407909,4158646,Reasons for eating scale,Measurement,MAPS_TO,,<auto>,1704898528811,
AG/1253/1/894/5,Location,3,,Additional Clinical Entry,0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704898528921,
AD/2385/13,Next Assessment,116,,PAINAD Score - Pain Assessment in Advanced Dementia,0.56,FLAGGED,EQUAL,vvcb,1704973525694,4110156,Guide to early movement skills checklist,Measurement,MAPS_TO,,<auto>,1704898529046,
AG/1781/1/1132/6,Amt,3,,Output - Stools/Bowel/Stoma,0.46,FLAGGED,WIDER,vvcb,1705060873454,4019814,Triamterene measurement,Measurement,MAPS_TO,,<auto>,1704898529531,
AG/939/1/814/1,Obstructive Sleep Apnoea?,1,,Theatre Pre-Op Adult Assmt (August 2007),0.53,FLAGGED,EQUAL,vvcb,1704974595475,40483800,Berlin questionnaire for sleep apnea,Measurement,MAPS_TO,,<auto>,1704898529702,
AG/2435/4/1482/3,Date/Time of observations,27,,Additional Clinical Entry,0.47,FLAGGED,EQUAL,vvcb,1704969144386,4219104,Bleeding time,Measurement,MAPS_TO,,<auto>,1704898529811,
RD/5389/75,*Are there concerns regarding the patient's ability to consent?,2704,,NHS 111 - A&E Triage (verjul06),0.28,FLAGGED,UNREVIEWED,vvcb,1704962102744,44790270,Patch testing of skin with patient's own products,Measurement,MAPS_TO,,<auto>,1704898529905,
AD/1128/1,Foot/Footcare?,2,,Moving and Handling Assessment (2015),0.18,FLAGGED,EQUAL,vvcb,1704970911590,4215703,B12/folate level,Measurement,MAPS_TO,,<auto>,1704898529936,
AD/2104/1,Anti Embolism Stocking Aim/Objectives,1,,Wound Assessment (2015),0.22,FLAGGED,WIDER,vvcb,1705060873454,4211502,Anti calcium channel blocking antibody level,Measurement,MAPS_TO,,<auto>,1704898530077,
AG/173/11/200/10,BP Standing,116,,A&E Nursing Observations,0.30,APPROVED,EQUAL,vvcb,1704962607601,4060833,Standing blood pressure,Measurement,MAPS_TO,,vvcb,1704962583019,
AG/20/26/258/10,Pain Level,1,,A&E Admission Assessment,0.66,APPROVED,EQUAL,vvcb,1704974847016,4234651,Pain level,Observation,MAPS_TO,,vvcb,1704974841717,
AG/1085/1/863/13,Add'l Information,154,,Emergency Admission Assessment (2015),0.21,FLAGGED,WIDER,vvcb,1705059275057,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898530389,
AG/11/30/790/6,Total,27,,A&E Nursing Assessment,0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704898530421,
AD/26/7,Sputum,1,,Respiratory Assessment,0.79,FLAGGED,NARROWER,vvcb,1704900492317,4080151,Color of sputum,Measurement,MAPS_TO,,<auto>,1704898530967,
AD/1129/1,Hx of Falls?,2,,Moving and Handling Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704971862089,44809662,Screening for risk of falls,Measurement,MAPS_TO,,<auto>,1704898531124,
AG/1080/1/859/13,Brain/Spinal Cord Surgery?,3,,Elective Surgery Inpatient Admission Assessment (2015),0.35,FLAGGED,EQUAL,vvcb,1704962717589,44789182,Lecithin/sphingomyelin ratio measurement,Measurement,MAPS_TO,,<auto>,1704898531166,
AG/1285/1/904/4,Other Follow Up,115,,Wound Assessment (2015),0.39,FLAGGED,EQUAL,vvcb,1704974627914,4169491,Time line follow back,Measurement,MAPS_TO,,<auto>,1704898531592,
AG/11/30/790/3,Motor Response,27,,A&E Nursing Assessment,0.57,APPROVED,EQUAL,vvcb,1704972938298,4237719,Motor response,Observation,MAPS_TO,,vvcb,1704972931330,
RD/5115/9,zzComments,154,,Additional Medical Entry,0.20,FLAGGED,WIDER,vvcb,1705047307995,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898531811,
AG/1064/1/845/11,Triggers,1,,Elective Surgery Inpatient Admission Assessment (2015),0.55,FLAGGED,WIDER,vvcb,1705058634183,4353945,Triggered minute volume,Measurement,MAPS_TO,,<auto>,1704898531827,
AG/22/8/150/1,Locatn,3,,Critical Care Admission Assessment,0.30,FLAGGED,EQUAL,vvcb,1704972249304,4159699,Feelings of fatness questionnaire,Measurement,MAPS_TO,,<auto>,1704898532171,
AG/2009/1/1266/9,Date/time completed,2,,Hospital Passport,0.34,FLAGGED,EQUAL,vvcb,1704969144386,4090332,Dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704898532311,
AD/2346/6,Professional informed header,1,,Paediatric And Adult Ward Expected Child Death Checklist,0.33,FLAGGED,EQUAL,vvcb,1704975287900,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898532577,
RD/5379/22,Major,115,,A&E Triage (verjul06),0.63,FLAGGED,EQUAL,vvcb,1704972731277,4219996,Major crossmatch,Measurement,MAPS_TO,,<auto>,1704898532780,
RD/5389/78,Are there concerns regarding the patients mental health?,2704,,NHS 111 - A&E Triage (verjul06),0.23,FLAGGED,WIDER,vvcb,1705060873454,507650,Forensic Mental Health Clustering Tool Summary Assessments of Risk and Need,Measurement,MAPS_TO,,<auto>,1704898533030,
RD/1491/4,Comment,153,,Blood Glucose - POC,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898533217,
RD/6587/20,Pt to remain on queue?,27,,Dietetics Referral - Nursing Assessment,0.21,FLAGGED,EQUAL,vvcb,1704975287900,4159562,Dallas pain questionnaire,Measurement,MAPS_TO,,<auto>,1704898533374,
AD/1922/2,Elimination Care Delivered,1,,NEW Care Plan: Infection Control/Temperature,0.46,FLAGGED,EQUAL,vvcb,1704969609201,40483776,Total radiation dose delivered,Measurement,MAPS_TO,,<auto>,1704898533577,
AD/1938/1,Dialysis,1,,Output - Dialysis (EPMA),0.67,FLAGGED,EQUAL,vvcb,1704969381802,4099313,Urinalysis,Measurement,MAPS_TO,,<auto>,1704898533592,
AD/1930/4,Nutrition Next Assessment,3,,NEW Care Plan: Mobilisation/Moving/Handling,0.64,FLAGGED,EQUAL,vvcb,1704973573992,619477,MNA - Mini Nutritional Assessment,Measurement,MAPS_TO,,<auto>,1704898533717,
AD/1190/1,Case Notes Available,2,,Elective Surgery Inpatient Admission Assessment (2015),0.37,FLAGGED,EQUIVALENT,vvcb,1704962883810,36684873,Vail sport test,Measurement,MAPS_TO,,<auto>,1704898534124,
RD/5389/94,Actions Taken,2703,,NHS 111 - A&E Triage (verjul06),0.34,FLAGGED,UNREVIEWED,vvcb,1704901334080,4087806,Uptake measurement,Measurement,MAPS_TO,,<auto>,1704898534499,
AG/11/30/790/1,Eye Response,27,,A&E Nursing Assessment,0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
AG/2038/22/1387/12,Surrounding Tissue,153,,Tissue Viability Referral (NTOP),0.43,FLAGGED,WIDER,vvcb,1705058304029,4094914,Color of tissue,Measurement,MAPS_TO,,<auto>,1704898534780,
RD/5269/35,Is an Escalation Plan Needed,114,,MANUAL Ward Vital Signs,0.23,FLAGGED,EQUAL,vvcb,1704972023875,37208642,Oxalate mass concentration in plasma,Measurement,MAPS_TO,,<auto>,1704898535014,
AG/11/4/87/6,Total,2698,,Recovery Room Assessment 2nd Stage,0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704898535186,
AG/90/1/99/9,Drug name,2,,Theatre Pre-Op Adult Assmt (August 2007),0.56,FLAGGED,EQUAL,vvcb,1704969502682,4304620,Drug RAST,Measurement,MAPS_TO,,<auto>,1704898535280,
AG/22/8/150/4,Treatment,3,,Critical Care Admission Assessment,0.49,FLAGGED,WIDER,vvcb,1705058628121,44804874,Treatment outcomes profile,Measurement,MAPS_TO,,<auto>,1704898535296,
AG/1782/1/1133/1,Amt,153,,EPMA Fluid Balance,0.46,FLAGGED,WIDER,vvcb,1705060873454,4019814,Triamterene measurement,Measurement,MAPS_TO,,<auto>,1704898535389,
AD/1917/4,Cardiovascular/Circulation Personal Preferences,1,,NEW Care Plan: Anti Embolism Stocking,0.43,FLAGGED,EQUIVALENT,vvcb,1704962883810,4108719,Cardiovascular pressure,Measurement,MAPS_TO,,<auto>,1704898535764,
AG/11/30/790/2,Verbal Response,27,,A&E Nursing Assessment,0.54,APPROVED,WIDER,vvcb,1705059214692,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059210014,
AD/1934/2,Safe Environment/Neurological Care Delivered,1,,NEW Care Plan: Pressure Ulcer,0.44,FLAGGED,EQUAL,vvcb,1704975724780,4072326,Environmental culture,Measurement,MAPS_TO,,<auto>,1704898535811,
AG/2006/1/1263/2,Name,3,,Hospital Passport,0.39,FLAGGED,EQUAL,vvcb,1704973386600,600770,Name of medication injected,Measurement,MAPS_TO,,<auto>,1704898536155,
AG/16/17/49/11,Cord Vein,2,,Newborn Data Set Assessment,0.45,FLAGGED,EQUIVALENT,vvcb,1704968979812,44806428,Cord venous blood pH,Measurement,MAPS_TO,,<auto>,1704898536405,
AG/40/19/50/2,Descriptn,114,,EPMA Fluid Balance,0.42,FLAGGED,EQUAL,vvcb,1704969306679,4228438,p,Measurement,MAPS_TO,,<auto>,1704898536561,
AD/2038/8,Reason Why Referral Rejected,2692,,Tissue Viability Referral (TVR),0.25,FLAGGED,EQUAL,vvcb,1704975407909,4225711,Cardiac pump effectiveness,Measurement,MAPS_TO,,<auto>,1704898536843,
RD/4457/24,Warning Triangle?,152,,MAU Triage,0.25,FLAGGED,WIDER,vvcb,1705047495442,40482484,Early warning scoring system,Measurement,MAPS_TO,,<auto>,1704898537046,
AG/111/1/146/3,Onset,27,,Adult Inpatient Admission Assessment,0.42,FLAGGED,EQUAL,vvcb,1704974604767,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704898537187,
AG/2008/1/1264/3,Eating (swallowing),3,,Hospital Passport,0.35,FLAGGED,EQUAL,vvcb,1704969599382,37397324,Yale Swallow Protocol,Measurement,MAPS_TO,,<auto>,1704898537577,
AD/1936/2,Sleep Care Delivered,1,,NEW Care Plan: Airway/Breathing,0.38,FLAGGED,EQUAL,vvcb,1704980146619,40483776,Total radiation dose delivered,Measurement,MAPS_TO,,<auto>,1704898537609,
AG/2658/6/1556/6,Catheter,2690,,NEW Care Plan: Orthopaedic Post Op,0.26,FLAGGED,EQUIVALENT,vvcb,1704962883810,4167733,Booker heterotopic ossification score,Measurement,MAPS_TO,,<auto>,1704898538046,
AG/2007/1/1265/2,Things I like,2,,Hospital Passport,0.41,FLAGGED,WIDER,vvcb,1705058365096,4165276,Likert scale,Measurement,MAPS_TO,,<auto>,1704898538062,
