sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInfo1,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RD/5040/23,Interventions,71023,,CrCU Care Plan: Infection Control/Temperature,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899271694,
AD/20/24,Pain Scale Lev*,830514,,A&E Triage (verjul06),0.53,FLAGGED,EQUAL,vvcb,1704900973736,4169325,Philadelphia geriatric center morale scale,Measurement,MAPS_TO,,<auto>,1704899271725,
RD/5273/3,Mealtime Assist,10774,,Ward Meals/Snacks (EPMA),0.27,FLAGGED,EQUAL,vvcb,1704972756795,4090519,Time kill assay test,Measurement,MAPS_TO,,<auto>,1704899271881,
MC/4769/41/129/2,Position,40272,,Intra-Operative Assessment Part 1,0.62,FLAGGED,EQUAL,vvcb,1704975133576,4095171,Determination of calculus composition,Measurement,MAPS_TO,,<auto>,1704899272022,
RD/5389/22,Major,494,,NHS 111 - A&E Triage (verjul06),0.63,FLAGGED,EQUAL,vvcb,1704972731277,4219996,Major crossmatch,Measurement,MAPS_TO,,<auto>,1704899272460,
RD/5093/31,Assessment Type,5860,,Additional Clinical Entry,0.59,FLAGGED,WIDER,vvcb,1705060873454,4157120,Assessment scales,Measurement,MAPS_TO,,<auto>,1704899272631,
RD/5401/9,TEMP,39756,,MANUAL Ward Vital Signs,0.55,APPROVED,WIDER,vvcb,1705058344986,4302666,Body temperature,Measurement,MAPS_TO,,vvcb,1705058341492,
AG/1164/1/876/6,Mobility on Ward,817375,,Moving and Handling Assessment (2015),0.54,FLAGGED,EQUAL,vvcb,1704900974019,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704899272881,
AD/1933/4,Safe Environment/Neurological Personal Preferences,333376,,NEW Care Plan: Safe Environment/Neurological,0.41,FLAGGED,EQUAL,vvcb,1704975724780,4072326,Environmental culture,Measurement,MAPS_TO,,<auto>,1704899272928,
RD/5040/23,Interventions,71002,,CrCU Care Plan: Elimination,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899273022,
AD/1228/1,Wound Healing Factors,10769,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.32,FLAGGED,WIDER,vvcb,1705047427760,4139434,Clotting factor V assay,Measurement,MAPS_TO,,<auto>,1704899273100,
RD/5401/46,TEMP Score,39702,,MANUAL Ward Vital Signs,0.59,APPROVED,WIDER,vvcb,1705058359437,37208381,Royal College of Physicians NEWS2 (National Early Warning Score 2) - temperature score,Measurement,MAPS_TO,,vvcb,1705058356582,
AG/1072/1/854/2,Amount,10732,,Emergency Admission Assessment (2015),0.56,FLAGGED,WIDER,vvcb,1705060873454,4095345,Determination of amount of hemolysis,Measurement,MAPS_TO,,<auto>,1704899273569,
AD/2598/7,Can Information Be Discussed With Next of Kin?,19549,,NEW Admission Assessment (2023),0.24,FLAGGED,EQUAL,vvcb,1704962829648,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704899273585,
AG/1165/1/877/10,Date Completed,815714,,Bed/Trolley Rails Risk Assessment (2015),0.50,FLAGGED,EQUAL,vvcb,1704969144386,4132152,Complete blood count,Measurement,MAPS_TO,,<auto>,1704899273881,
RD/5401/50,AVPU Score,39698,,MANUAL Ward Vital Signs,0.51,APPROVED,UNREVIEWED,vvcb,1704962226906,44808540,AVPU (alert voice pain unresponsive) scale score,Observation,MAPS_TO,,vvcb,1704962222152,
AD/789/1,Registrable Still Births,493,,Maternal Data Set Assessment.,0.32,FLAGGED,EQUAL,vvcb,1704975475675,4116803,Birth weight centile,Measurement,MAPS_TO,,<auto>,1704899274085,
RD/4769/45,Non-barcoded trays,330885,,Intra-Operative Assessment Part 1,0.29,FLAGGED,EQUAL,vvcb,1704973548757,4235099,Epstein-Barr virus serology,Measurement,MAPS_TO,,<auto>,1704899274194,
AD/1228/1,Wound Healing Factors,70945,,Skin Assessment (2022),0.32,FLAGGED,WIDER,vvcb,1705047427760,4139434,Clotting factor V assay,Measurement,MAPS_TO,,<auto>,1704899274256,
AG/925/1/801/1,Currently smokes?,5827,,Allergy/Smoking Update,0.27,APPROVED,EQUAL,vvcb,1704969078718,4203874,Smoking monitoring status,Observation,MAPS_TO,,vvcb,1704969073500,
RD/5401/13,PULSE,39694,,MANUAL Ward Vital Signs,0.84,APPROVED,EQUAL,vvcb,1704900167425,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899274913,
AD/2920/1,Used for Restraint?,10712,,Bed/Trolley Rails Risk Assessment (2022) (ClinDoc),0.26,FLAGGED,WIDER,vvcb,1705058657277,4108453,Train of four ratio,Measurement,MAPS_TO,,<auto>,1704899275179,
AD/2598/24,Disclaimer Signed?,19518,,NEW Admission Assessment (2023),0.16,FLAGGED,EQUAL,vvcb,1704969381802,44783237,Test for Homan sign,Measurement,MAPS_TO,,<auto>,1704899275194,
AG/1165/1/877/1,Mental State,810570,,Bed/Trolley Rails Risk Assessment (2015),0.44,FLAGGED,EQUAL,vvcb,1704972805094,4120177,Lymphatic tumor invasion status stages,Measurement,MAPS_TO,,<auto>,1704899275257,
RD/5040/23,Interventions,70828,,CrCU Care Plan: Pain,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899275538,
AD/1139/1,Interventions,5801,,Falls Risk Assessment and Care Plan (ClinDoc),0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899275569,
MC/5585/37/542/30,Check Lactates and Bloods,493,,MANUAL Ward Vital Signs,0.37,FLAGGED,EQUIVALENT,vvcb,1704962883810,4191725,Arterial blood lactate level,Measurement,MAPS_TO,,<auto>,1704899275679,
RD/5401/49,PULSE Score,39692,,MANUAL Ward Vital Signs,0.69,APPROVED,EQUAL,vvcb,1704975386238,37208379,Royal College of Physicians NEWS2 (National Early Warning Score 2) - pulse score,Measurement,MAPS_TO,,vvcb,1704975354902,
AD/1201/1,Wound Diagram Description*,329669,,Skin Assessment (2022),0.31,FLAGGED,WIDER,vvcb,1705047427760,4228438,p,Measurement,MAPS_TO,,<auto>,1704899275898,
AG/1165/1/877/2,Mobility,806668,,Bed/Trolley Rails Risk Assessment (2015),0.70,FLAGGED,EQUAL,vvcb,1704900974956,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704899276132,
AG/11/4/87/6,Total,5799,,Recovery Room Assessment,0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704899276226,
AD/773/1,Document Allergies,10663,,zzAllergy/Ht/Wt/BMI - Adult*,0.29,FLAGGED,EQUAL,vvcb,1704969407678,4091130,Test for allergens,Measurement,MAPS_TO,,<auto>,1704899276491,
RD/5389/31,SPO2,329317,,A&E Triage (verjul06),0.66,APPROVED,EQUAL,vvcb,1704980261026,4196147,Peripheral oxygen saturation,Measurement,MAPS_TO,,vvcb,1704980257385,
AD/2038/19,Continence,493,,Tissue Viability Referral (NTOP),0.50,FLAGGED,EQUIVALENT,vvcb,1704968979812,4090866,Frequency of incontinence,Measurement,MAPS_TO,,<auto>,1704899276694,
RD/5585/18,Verification,39606,,MANUAL Ward Vital Signs,0.46,FLAGGED,WIDER,vvcb,1705047515832,4040364,Verotoxin identification,Measurement,MAPS_TO,,<auto>,1704899276710,
RD/5040/23,Interventions,70786,,CrCU Care Plan: Airway/Breathing,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899276898,
RD/5389/49,SPO2 Score,329310,,A&E Triage (verjul06),0.65,APPROVED,EQUAL,vvcb,1705062378194,37208375,Royal College of Physicians NEWS2 (National Early Warning Score 2) - oxygen saturation scale 1 score,Measurement,MAPS_TO,,vvcb,1705062375028,
AG/2018/2/1275/5,Name of Feed,5793,,Intake - Enteral Feed/Nutrition,0.44,FLAGGED,EQUAL,vvcb,1704973386600,4091436,Sham feeding test,Measurement,MAPS_TO,,<auto>,1704899277335,
AG/253/83/750/7,Patient Confirmed Home Support Post Discharge?,19497,,Day Theatre Admission,0.26,FLAGGED,EQUAL,vvcb,1704974990908,46271822,Screening of infant prior to discharge,Measurement,MAPS_TO,,<auto>,1704899277429,
AG/1165/1/877/3,Recommendation,801727,,Bed/Trolley Rails Risk Assessment (2015),0.28,FLAGGED,EQUAL,vvcb,1704900975256,40482902,Number of Rh-o(D) immune globulin vials recommended,Measurement,MAPS_TO,,<auto>,1704899277554,
RD/5401/15,BP SYSTOLIC,39545,,MANUAL Ward Vital Signs,0.46,APPROVED,EQUAL,vvcb,1704962607601,4152194,Systolic blood pressure,Measurement,MAPS_TO,,vvcb,1704962602194,
RD/5040/11,Comment,491,,CrCU Care Plan: Pain,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899277976,
AG/1083/1/87/8,Eye Graph,5784,,Emergency Admission Assessment (2015),0.47,APPROVED,WIDER,vvcb,1705062146144,4084277,Glasgow Coma Score eye opening subscore,Observation,MAPS_TO,,vvcb,1705062143300,
MC/4769/40/128/1,What counted,798744,,Intra-Operative Assessment Part 1,0.47,FLAGGED,EQUAL,vvcb,1704900975762,4267147,Platelet count,Measurement,MAPS_TO,,<auto>,1704899278132,
MC/2418/77/696/7,Increase Obs Frequency,10662,,Mindray Ward Vital Signs,0.56,FLAGGED,EQUAL,vvcb,1704971875745,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704899278148,
AD/1060/1,Care Responsibilities*,70515,,Emergency Admission Assessment (2015),0.38,FLAGGED,EQUIVALENT,vvcb,1704962883810,4178181,Heart rate response,Measurement,MAPS_TO,,<auto>,1704899278241,
RD/5401/48,SBP Score,39543,,MANUAL Ward Vital Signs,0.48,APPROVED,EQUAL,vvcb,1704975770969,37208378,Royal College of Physicians NEWS2 (National Early Warning Score 2) - systolic blood pressure score,Measurement,MAPS_TO,,vvcb,1704975766858,
AG/2103/1/874/3,Other Risks,19399,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.38,FLAGGED,EQUAL,vvcb,1704974669219,44808349,QCancer risk,Measurement,MAPS_TO,,<auto>,1704899278507,
AD/1929/4,Nutrition Personal Preferences,329305,,NEW Care Plan: Nutrition,0.36,FLAGGED,EQUAL,vvcb,1704973573992,37111231,Preferences for Activities of Children,Measurement,MAPS_TO,,<auto>,1704899278882,
AG/1083/1/87/9,Verbal Graph,5777,,Emergency Admission Assessment (2015),0.48,APPROVED,WIDER,vvcb,1705059226407,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059223473,
AG/1230/1/887/3,Other Referral,489,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.42,FLAGGED,EQUAL,vvcb,1704974658593,45769986,Monoclonal paraprotein threshold for referral,Measurement,MAPS_TO,,<auto>,1704899279179,
MC/3995/36/125/3,Lot Number,19196,,Intra-Operative Assessment Part 1,0.66,FLAGGED,EQUAL,vvcb,1704972249304,4307447,Roche number,Measurement,MAPS_TO,,<auto>,1704899279444,
RD/5389/61,Patient on O2,762454,,A&E Triage (verjul06),0.32,APPROVED,EQUAL,vvcb,1704900986669,4161978,Patient on oxygen,Condition,MAPS_TO,,vvcb,1704900985863,
RD/5040/23,Interventions,70383,,CrCU Care Plan: Nutrition,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899279523,
RD/5401/58,BP Diastolic,39524,,MANUAL Ward Vital Signs,0.52,APPROVED,EQUAL,vvcb,1704962488622,4154790,Diastolic blood pressure,Measurement,MAPS_TO,,<auto>,1704899279523,
AD/2919/1,Explained to Family?,10626,,Bed/Trolley Rails Risk Assessment (2022) (ClinDoc),0.25,FLAGGED,EQUAL,vvcb,1704969723877,4073956,"Special chemical test, explain by report",Measurement,MAPS_TO,,<auto>,1704899279726,
AG/11/30/790/1,Eye Response,488,,Recovery Vital Signs,0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
RD/4772/15,Patient Type,5729,,VTE Assessment (Old Version),0.40,FLAGGED,EQUAL,vvcb,1704975058301,4097741,Rh system antigen type determination,Measurement,MAPS_TO,,<auto>,1704899280367,
AD/2067/2,Cardiovascular/Circulation Date/Time Completed,328662,,NEW Care Plan: Cardiovascular/Circulation,0.37,FLAGGED,EQUIVALENT,vvcb,1704962883810,4147860,Cardiovascular measure,Measurement,MAPS_TO,,<auto>,1704899280601,
AG/1531/1/994/1,Amount Eaten,746287,,Ward Meals/Snacks (EPMA),0.43,FLAGGED,EQUAL,vvcb,1704900989815,4095345,Determination of amount of hemolysis,Measurement,MAPS_TO,,<auto>,1704899280695,
AD/1147/3,Mobility Aid,10604,,Falls Risk Assessment and Care Plan (ClinDoc),0.61,FLAGGED,EQUAL,vvcb,1704972842056,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704899280726,
RD/4769/47,Antibiotic,39406,,Intra-Operative Assessment Part 1,0.67,FLAGGED,WIDER,vvcb,1705060873454,4238661,Antibiotic measurement,Measurement,MAPS_TO,,<auto>,1704899280742,
RD/5040/6,Aim/Objectives,70251,,CrCU Care Plan: Mobilisation/Moving/Handling,0.16,FLAGGED,WIDER,vvcb,1705059298376,44811094,Podiatry objective clinical score,Measurement,MAPS_TO,,<auto>,1704899280851,
AG/1119/1/874/4,Score,325199,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.62,APPROVED,EQUAL,vvcb,1712915952202,44789690,Waterlow major surgery/trauma score,Observation,MAPS_TO,,vvcb,1712915951714,
AG/1083/1/87/10,Motor Graph,5719,,Emergency Admission Assessment (2015),0.36,APPROVED,EQUAL,vvcb,1705062303178,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705062298585,
RD/4258/13,Triage,716425,,A&E Triage (verjul06),0.75,FLAGGED,UNREVIEWED,vvcb,1704900614727,4158771,Triage index,Measurement,MAPS_TO,,<auto>,1704899281711,
RD/5269/17,CHRONIC RESP DISEASE,485,,MANUAL Ward Vital Signs,0.53,APPROVED,WIDER,vvcb,1705062119363,46271074,Hypercapnic respiratory failure,Condition,MAPS_TO,,vvcb,1705062116613,
AD/2598/23,Consent To Store Patient Clinical Records At Bedside?,19123,,NEW Admission Assessment (2023),0.35,FLAGGED,EQUIVALENT,vvcb,1704968952721,4298388,Bedside laboratory testing,Measurement,MAPS_TO,,<auto>,1704899282054,
RD/5040/6,Aim/Objectives,70235,,CrCU Care Plan: Infection Control/Temperature,0.16,FLAGGED,WIDER,vvcb,1705059298376,44811094,Podiatry objective clinical score,Measurement,MAPS_TO,,<auto>,1704899282087,
AD/1286/1,Allergy - Substance,324713,,Allergy Documentation,0.50,APPROVED,EQUIVALENT,vvcb,1705061303847,4169307,Allergy to substance,Observation,MAPS_TO,,vvcb,1705061299728,
RD/5401/60,Obs Frequency,39404,,MANUAL Ward Vital Signs,0.64,FLAGGED,EQUAL,vvcb,1704974587701,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704899282227,
AG/1227/1/886/3,Primary Dressing,10557,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.44,FLAGGED,EQUAL,vvcb,1704975271130,4265162,Primary tumor size,Measurement,MAPS_TO,,<auto>,1704899282305,
AD/68/8,BMI - Adult,710295,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.58,APPROVED,EQUAL,vvcb,1704900992987,4245997,Body mass index,Measurement,MAPS_TO,,<auto>,1704899283117,
RD/5389/19,Alcohol Assessment,483,,A&E Triage (verjul06),0.57,FLAGGED,WIDER,vvcb,1705059306720,4159408,Alcohol dependence scale,Measurement,MAPS_TO,,<auto>,1704899283258,
AD/2157/31,Discharge Patient Advisory Note,5698,,Paediatric Discharge Checklist,0.32,FLAGGED,EQUAL,vvcb,1704969381802,40493182,European pressure ulcer advisory panel classification system,Measurement,MAPS_TO,,<auto>,1704899283289,
RD/5040/3,Contributing Factors,70207,,CrCU Care Plan: Safe Environment/Neurological,0.38,FLAGGED,EQUIVALENT,vvcb,1704968979812,4095459,Contact factor measurement,Measurement,MAPS_TO,,<auto>,1704899283414,
AD/1252/1,ADL Assistance,10513,,Emergency Admission Assessment (2015),0.51,FLAGGED,WIDER,vvcb,1705059275057,4167605,Barthel index,Measurement,MAPS_TO,,<auto>,1704899283493,
AD/1145/1,Interventions,324098,,Falls Assessment and Prevention Plan (2015),0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899283571,
MC/2418/37/237/9,CCOT or H@N to be Informed,19090,,Mindray Ward Vital Signs,0.22,FLAGGED,EQUIVALENT,vvcb,1704962883810,4167741,Clifton assessment procedures for the elderly,Measurement,MAPS_TO,,<auto>,1704899284086,
AD/849/2,Procedure Specific Leaflet,39326,,Theatre DCU Discharge Summary,0.50,FLAGGED,EQUAL,vvcb,1704975279301,4015311,Source specific culture,Measurement,MAPS_TO,,<auto>,1704899284118,
RD/5585/82,Sensation,482,,MANUAL Ward Vital Signs,0.41,FLAGGED,EQUAL,vvcb,1704975858224,4235942,Measurement of rectal sensation and rectal tone and rectal compliance,Measurement,MAPS_TO,,<auto>,1704899284305,
RD/6095/1,Patient Type,70152,,VTE Assessment at 24hr & 7 days,0.40,FLAGGED,EQUAL,vvcb,1704975058301,4097741,Rh system antigen type determination,Measurement,MAPS_TO,,<auto>,1704899284618,
AD/1269/1,Care Plan Initiated,703600,,Falls Assessment and Prevention Plan (2015),0.29,FLAGGED,EQUIVALENT,vvcb,1704962883810,35610407,Palliative care phase measure,Measurement,MAPS_TO,,<auto>,1704899284789,
AD/2157/8,Medication Heading,5698,,Paediatric Discharge Checklist,0.33,FLAGGED,EQUAL,vvcb,1704972769591,600770,Name of medication injected,Measurement,MAPS_TO,,<auto>,1704899284852,
MC/4769/37/126/2,Site,19017,,Intra-Operative Assessment Part 1,0.50,FLAGGED,EQUAL,vvcb,1704975895504,4302105,Parasite RAST,Measurement,MAPS_TO,,<auto>,1704899284977,
AD/2067/1,Airways/Breathing Date/Time Completed,323969,,NEW Care Plan: Airway/Breathing,0.33,FLAGGED,WIDER,vvcb,1705059298376,4271325,Airway resistance,Measurement,MAPS_TO,,<auto>,1704899285055,
MC/5585/80/696/61,Analgesia?,481,,MANUAL Ward Vital Signs,0.11,FLAGGED,WIDER,vvcb,1705060873454,4271853,Calculus analysis,Measurement,MAPS_TO,,<auto>,1704899285258,
RD/4901/13,VTE AND BLEEDING ALERT,10488,,VTE Assessment (Old Version),0.38,FLAGGED,WIDER,vvcb,1705047501488,4219104,Bleeding time,Measurement,MAPS_TO,,<auto>,1704899285368,
AG/1254/1/895/1,Airway Description,39201,,Emergency Admission Assessment (2015),0.59,FLAGGED,WIDER,vvcb,1705059298376,4271325,Airway resistance,Measurement,MAPS_TO,,<auto>,1704899285462,
AG/26/2/73/1,Rate,19012,,Recovery Vital Signs,0.36,FLAGGED,WIDER,vvcb,1704975370795,4239408,Heart rate,Measurement,MAPS_TO,,<auto>,1704899285524,
AG/1532/1/995/4,Main,680569,,Ward Meals/Snacks (EPMA),0.38,FLAGGED,EQUAL,vvcb,1704972731277,37394247,Maize RAST test,Measurement,MAPS_TO,,<auto>,1704899285587,
RD/5040/6,Aim/Objectives,70144,,CrCU Care Plan: Pain,0.16,FLAGGED,WIDER,vvcb,1705059298376,44811094,Podiatry objective clinical score,Measurement,MAPS_TO,,<auto>,1704899285821,
AG/1255/1/896/4,O2 Sat,18973,,Emergency Admission Assessment (2015),0.45,APPROVED,EQUAL,vvcb,1704974549654,4196147,Peripheral oxygen saturation,Measurement,MAPS_TO,,vvcb,1704974546014,
MC/4769/36/125/3,Lot Number,39156,,Intra-Operative Assessment Part 1,0.66,FLAGGED,EQUAL,vvcb,1704972249304,4307447,Roche number,Measurement,MAPS_TO,,<auto>,1704899286337,
AD/2157/23,Safer Sleep Advisory Note,5698,,Paediatric Discharge Checklist,0.29,FLAGGED,EQUAL,vvcb,1704975724780,40483800,Berlin questionnaire for sleep apnea,Measurement,MAPS_TO,,<auto>,1704899286477,
RD/5585/84,Capillary refill < 2 secs,481,,MANUAL Ward Vital Signs,0.25,APPROVED,EQUAL,vvcb,1704962843828,4163390,Normal capillary filling,Condition,MAPS_TO,,vvcb,1704962840734,
AD/1124/1,Skin Concerns?,678078,,Skin Assessment (2022),0.32,FLAGGED,EQUAL,vvcb,1704901002244,40480252,Screening for malignant neoplasm of skin,Measurement,MAPS_TO,,<auto>,1704899286618,
RD/4769/28,Skin Preparation,323226,,Intra-Operative Assessment Part 1,0.46,FLAGGED,EQUAL,vvcb,1704980146619,4271039,Cardiolipin antigen preparation,Measurement,MAPS_TO,,<auto>,1704899286696,
RD/4808/29,NOT AT RISK ALERT,10481,,VTE Assessment (Old Version),0.44,FLAGGED,EQUAL,vvcb,1704973558101,4194399,Elderly at risk rating scale,Measurement,MAPS_TO,,<auto>,1704899286821,
AG/20/26/258/10,Pain Level,18909,,MAU Triage,0.66,APPROVED,EQUAL,vvcb,1704974847016,4234651,Pain level,Observation,MAPS_TO,,vvcb,1704974841717,
RD/5040/6,Aim/Objectives,70013,,CrCU Care Plan: Airway/Breathing,0.16,FLAGGED,WIDER,vvcb,1705059298376,44811094,Podiatry objective clinical score,Measurement,MAPS_TO,,<auto>,1704899286977,
AG/12/3/126/2,Type,318378,,Intake - Oral,0.66,FLAGGED,WIDER,vvcb,1705058640125,37399698,Genotype,Measurement,MAPS_TO,,<auto>,1704899287383,
AG/1532/1/995/2,Sweet,672773,,Ward Meals/Snacks (EPMA),0.68,FLAGGED,EQUAL,vvcb,1704901002674,4213416,Sweet gum RAST,Measurement,MAPS_TO,,<auto>,1704899287462,
AG/1082/1/861/3,Details,478,,Emergency Admission Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704969306679,4222151,"Arsenic measurement, nails",Measurement,MAPS_TO,,<auto>,1704899287555,
RD/5040/3,Contributing Factors,69973,,CrCU Care Plan: Communication/Social Requirements,0.38,FLAGGED,EQUIVALENT,vvcb,1704968979812,4095459,Contact factor measurement,Measurement,MAPS_TO,,<auto>,1704899288165,
AD/604/1,Allergy - Food*,316798,,Allergy Documentation,0.53,APPROVED,EQUIVALENT,vvcb,1705061245287,4188027,Allergy to food,Observation,MAPS_TO,,vvcb,1705061239664,
AD/2157/14,Discharge Letter Heading,5698,,Paediatric Discharge Checklist,0.35,FLAGGED,EQUAL,vvcb,1704969381802,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704899288368,
RD/6185/3,Suitable For Discharge Lounge,39011,,Discharge Whiteboard Notes,0.34,FLAGGED,WIDER,vvcb,1705058304029,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704899288399,
RD/5115/11,zzTreatment Plan,18880,,Additional Medical Entry,0.30,APPROVED,WIDER,vvcb,1705047219741,4020828,Aztreonam measurement,Measurement,MAPS_TO,,<auto>,1704899288493,
AG/1531/1/994/4,Fluid Type,666111,,Ward Meals/Snacks (EPMA),0.39,FLAGGED,EQUAL,vvcb,1704970719334,37393986,Fluid sample pH,Measurement,MAPS_TO,,<auto>,1704899288587,
MC/5585/80/696/31,Measure Urine Output,478,,MANUAL Ward Vital Signs,0.93,APPROVED,EQUAL,vvcb,1704900020389,4264378,Measure of urine output,Measurement,MAPS_TO,,<auto>,1704899288680,
AD/1188/3,How many do you smoke (per day)?,10475,,Smoking/Vaping Assessment (NEW),0.26,FLAGGED,EQUAL,vvcb,1704971805482,36685614,MSK-HQ (Musculoskeletal Health Questionnaire) - physical activity levels - in the past week how many days have you done a total of 30 minutes or more of physical activity,Measurement,MAPS_TO,,<auto>,1704899288946,
